9.00e+00 2.30e+01 2.20e+01 2.00e+01 1.90e+01 1.60e+01 1.50e+01
1.00e+01 1.00e+01 1.00e+01 1.00e+01 1.00e+01 1.00e+01 1.00e+01
5.00e-02 7.00e-02 1.00e-01 3.00e-01 5.00e-01 1.20e+00 1.50e+00
